"","year","district_code","caseid","congress","dname","rname","dmajor","dminor","dall","rmajor","rminor","rall","unfusedminorparties","linesqd","linesqr","linesnd","linesnr","linesu","presidential","incumbent","dincumbent","rincumbent","districtfixedeffect","uncontested","winner","democraticmarginofvictory","nyc","chamber","icpsr","state_icpsr","state_abbrev","party_code","occupancy","last_means","bioname","gender","race","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2","win_percentage","competitive","age","dal","ral","dc","rc","dg","rg","di","ri","dl","rl","dlt","rlt","drtl","rrtl","dsam","rsam","dr","rr","dtc","rtc","dwe","rwe","dwf","rwf","rd","_merge","fe","party","lib_dem_supp","cons_dem_supp","ind_dem_supp","lib_rep_supp","cons_rep_supp","ind_rep_supp","int_r_lib","int_d_lib","int_r_cons","int_d_cons","int_r_ind","int_d_ind","dm_nominate_dim1","dm_party","dm_ind_rep_supp","dm_cons_rep_supp","dm_lib_rep_supp","dm_ind_dem_supp","dm_cons_dem_supp","dm_lib_dem_supp","dm_gender","dm_race","dm_age","dm_competitive","dm_nyc","dm_int_d_ind","dm_int_r_ind","dm_int_d_cons","dm_int_r_cons","dm_int_d_lib","dm_int_r_lib","dm_dl","dm_rl","dm_dc","dm_rc","dm_di","dm_ri","dm_uncontested","dm_incumbent","int_comp1","int_comp2","int_comp3","int_comp4","int_comp5","int_comp6","int_comp10","int_comp20","int_comp30","int_comp40","int_comp50","int_comp60","int_uncont1","int_uncont2","int_uncont3","int_uncont4","int_uncont5","int_uncont6","int_uncont10","int_uncont20","int_uncont30","int_uncont40","int_uncont50","int_uncont60","int_incu1","int_incu2","int_incu3","int_incu4","int_incu5","int_incu6","int_incu10","int_incu20","int_incu30","int_incu40","int_incu50","int_incu60","dm_int_incu60","dm_int_incu50","dm_int_incu40","dm_int_incu30","dm_int_incu20","dm_int_incu10","dm_int_incu6","dm_int_incu5","dm_int_incu4","dm_int_incu3","dm_int_incu2","dm_int_incu1","dm_int_uncont60","dm_int_uncont50","dm_int_uncont40","dm_int_uncont30","dm_int_uncont20","dm_int_uncont10","dm_int_uncont6","dm_int_uncont5","dm_int_uncont4","dm_int_uncont3","dm_int_uncont2","dm_int_uncont1","dm_int_comp60","dm_int_comp50","dm_int_comp40","dm_int_comp30","dm_int_comp20","dm_int_comp10","dm_int_comp6","dm_int_comp5","dm_int_comp4","dm_int_comp3","dm_int_comp2","dm_int_comp1","dm_nokken_poole_dim1","d_prop_pres","dm_d_prop_pres","int10","int20","int30","int40","int50","int60","dm_dal","dm_ral","dm_dg","dm_rg","dm_dlt","dm_rlt","dm_drtl","dm_rrtl","dm_dsam","dm_rsam","dm_dtc","dm_rtc","dm_dwe","dm_rwe","dm_dr","dm_rr","dm_dwf","dm_rwf","mint1","mint2","mint3","mint4","mint5","mint6","mint7","mint8","mint9","mint10","mint11","mint12","mint13","mint14","mint15","mint16","mint17","mint18","dm_mint1","dm_mint2","dm_mint3","dm_mint4","dm_mint5","dm_mint6","dm_mint7","dm_mint8","dm_mint9","dm_mint10","dm_mint11","dm_mint12","dm_mint13","dm_mint14","dm_mint15","dm_mint16","dm_mint17","dm_mint18","liberal","con","wf","gre","ind","ref","libert","rtl","other1","othername1","other2","othername2","other3","othername3","other4","othername4","left_votes","centrist_votes","right_votes","left_prop","cent_prop","right_prop","lib_prop","cons_prop","rvote","dvote","tvote","state","r_prop_pres","dm_int_party_left","dm_int_party_cent","dm_int_party_right","dm_left_prop","dm_cent_prop","dm_right_prop","dm_strong_lib","dm_strong_con","dm_rc_strong","dm_dl_strong"
"149",1958,27,156,86,"MCSPEDON","BARRY",68701,6182,74883,104240,0,104240,0,1,0,0,0,0,0,0,0,0,"z27",0,"R","-0.163892967",0,"House",476,13,"NY",200,0,1,"BARRY, Robert Raymond",0,0,"B000190",1915,1988,0.150999993085861,-0.44200000166893,-46.8800392150879,0.736000001430511,153,24,NA,0.239999994635582,-0.437000006437302,0.581946492195129,1,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,221,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.189000010490417,0,0,0,0,0,0,0.199999988079071,0,0,-16.5999984741211,0,0,0,0,0,0,0.199999988079071,0,0.199999988079071,0,0,0,0,0,0,-0.800000011920929,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199999988079071,0,0,0,0,0,0,0.199999988079071,-0.146599993109703,0.418053516298856,0.10430321097374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6182,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,6182,0,0,0.0345125974888764,0,0,0.0345125974888764,0,104240,74883,179123,"NY",0.581946483701144,-0.00277820136398077,0,-0.0348138175904751,-0.00277820089831948,0,-0.0348138175904751,0,0,0,0
"150",1958,28,157,86,"SIVE","ST GEORGE",53981,0,53981,84536,0,84536,3126,0,0,0,0,1,0,1,0,1,"z28",0,"R","-0.220586643",0,"House",8177,13,"NY",200,0,1,"ST. GEORGE, Katharine Price Collier",1,0,"S000764",1894,1983,0.38400000333786,-0.513999998569489,-23.9443092346191,0.83899998664856,136,7,NA,0.423000007867813,-0.573000013828278,0.610293328762054,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600000023841858,0,0,2,-0.200000002980232,0,0,0,0,0,-0.600000023841858,0,-0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200000002980232,0,0,0,0,0,0,-0.200000002980232,0.026199996471405,0.381106020064528,0.122085988521576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0,84536,53981,141643,"NY",0.596824410666252,-0.00141345616430044,0,-0.0348138175904751,-0.00141345616430044,0,-0.0348138175904751,0,0,0,0
"151",1958,29,158,86,"MORRIS","WHARTON",50578,3575,54153,93647,0,93647,0,1,0,0,0,0,0,1,0,1,"z29",0,"R","-0.267212449",0,"House",9978,13,"NY",200,0,1,"WHARTON, James Ernest",0,0,"W000323",1899,1990,0.377000004053116,-0.18299999833107,-36.8954582214355,0.782000005245209,150,12,NA,0.547999978065491,-0.24099999666214,0.633606195449829,0,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,223,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.399999976158142,0,0,2,-0.200000002980232,0,0,0,0,0,0.399999976158142,0,0.399999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200000002980232,0,0,0,0,0,0,-0.200000002980232,0.126199990510941,0.366393775372124,-0.0548668503761292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,3575,0,0,0.0241880920162382,0,0,0.0241880920162382,0,93647,54153,147800,"NY",0.633606224627876,-0.00493407249450684,0,-0.00945634301751852,-0.00493407249450684,0,-0.00945634301751852,0,0,0,0
"152",1958,3,132,86,"LARSON","BECKER",83829,7685,91514,109245,0,109245,0,1,0,0,0,0,0,1,0,1,"z3",0,"R","-0.088319826",0,"House",563,13,"NY",200,0,1,"BECKER, Frank John",0,0,"B000292",1899,1981,0.363999992609024,-0.428000003099442,-28.2995204925537,0.833999991416931,156,7,NA,0.386999994516373,-0.470999985933304,0.544159889221191,1,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,224,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.199999988079071,0,0,2,0.399999976158142,0,0,0,0,0,0.199999988079071,0,0.199999988079071,0,0,0,0,0,0,0.199999988079071,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.199999988079071,0,0,0,0,0,0,0.199999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0.399999976158142,0.0639999806880951,0.455840086870327,-0.0343287289142609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7685,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,7685,0,0,0.0382797284306058,0,0,0.0382797284306058,0,109245,91514,200759,"NY",0.544159913129673,0.00854246970266104,0,-0.00945634301751852,0.00854246877133846,0,-0.00945634301751852,0,0,0,0
"153",1958,30,159,86,"O BRIEN","WITBECK",105761,3983,109744,59958,0,59958,0,1,0,0,0,0,0,1,1,0,"z30",0,"D","0.293373089",0,"House",7003,13,"NY",100,0,1,"O'BRIEN, Leo William",0,0,"O000015",1900,1982,-0.272000014781952,-0.0500000007450581,-41.1303291320801,0.741999983787537,138,17,NA,-0.210999995470047,-0.130999997258186,0.646686553955078,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.400000005960464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.400000005960464,0.0120000094175339,0.646686544648855,0.022681713104248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3983,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,3983,0,0,0.0234705542657128,0,0,0.0234705542657128,0,59958,109744,169702,"NY",0.353313455351145,-0.00177084375172853,0,-0.00945634301751852,-0.00177084340248257,0,-0.00945634301751852,0,0,0,0
"154",1958,31,160,86,"CUMMINS","TAYLOR",46408,3369,49777,87704,0,87704,0,1,0,0,0,0,0,1,0,1,"z31",0,"R","-0.275870848",0,"House",9203,13,"NY",200,0,1,"TAYLOR, Dean Park",0,0,"T000070",1902,1977,0.206000000238419,-0.529999971389771,-38.7112998962402,0.703000009059906,110,16,NA,0.448000013828278,-0.666999995708466,0.637935400009155,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,226,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.0232000052928925,0,0,0,0,0,0,0.199999988079071,0,0,2.40000152587891,0,0,0,0,0,0,0.199999988079071,0,0.199999988079071,0,0,0,0,0,0,0.199999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152200013399124,0.362064576195983,0.10639899969101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,3369,0,0,0.0245052043555109,0,0,0.0245052043555109,0,87704,49777,137481,"NY",0.637935423804017,0.00270934868603945,0,-0.00945634301751852,0.0027093484532088,0,-0.00945634301751852,0,0,0,0
"155",1958,32,161,86,"STRATTON","SHAW",68706,4678,73384,62443,0,62443,0,1,0,0,0,0,0,0,0,0,"z32",0,"D","0.080550995",0,"House",9017,13,"NY",100,0,1,"STRATTON, Samuel Studdiford",0,0,"S000997",1916,1990,-0.138999998569489,0.208000004291534,-72.4162902832031,0.63400000333786,159,34,NA,-0.0900000035762787,0.0500000007450581,0.540275514125824,1,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,227,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.207599997520447,-0.600000023841858,0,0,0,0,0,0.199999988079071,0,0,-14.2000007629395,0.800000011920929,0,0,0,0,0,-0.400000005960464,0,0.199999988079071,0,0,0,0,0,0,-0.800000011920929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.400000005960464,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800000011920929,-0.171200007200241,0.540275497507859,-0.0398851931095123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,4678,0,0,0.0344408696356394,0,0,0.0344408696356394,0,62443,73384,135827,"NY",0.459724502492141,-0.00454690121114254,0,0.0378253720700741,-0.00454690074548125,0,0.0378253720700741,0,0,0,0
"156",1958,33,162,86,"MCDONALD","KILBURN",37805,2205,40010,73698,0,73698,0,1,0,0,0,0,0,1,0,1,"z33",0,"R","-0.296267633",0,"House",5235,13,"NY",200,0,1,"KILBURN, Clarence Evans",0,0,"K000170",1893,1975,0.33500000834465,0.090999998152256,-57.915641784668,0.652999997138977,136,31,NA,0.685999989509583,-0.727999985218048,0.648133814334869,0,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,228,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.600000023841858,0,0,2,0,0,0,0,0,0,0.600000023841858,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.600000023841858,0,0,0,0,0,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131399989128113,0.351866183557885,-0.0400035381317139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,2205,0,0,0.0193917754247722,0,0,0.0193917754247722,0,73698,40010,113708,"NY",0.648133816442115,-0.0132196564227343,0,0.0436364524066448,-0.0132196564227343,0,0.0436364524066448,0,0,0.800000011920929,0
"157",1958,34,163,86,"SLUSARCZYK","PIRNIE",64931,3340,68271,70482,0,70482,0,1,0,0,0,0,0,0,0,0,"z34",0,"R","-0.015934791",0,"House",7467,13,"NY",200,0,1,"PIRNIE, Alexander",0,0,"P000366",1903,1982,0.141000002622604,-0.250999987125397,-55.4817504882812,0.704999983310699,159,25,NA,0.284000009298325,-0.398000001907349,0.507967412471771,1,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,229,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.129599988460541,0,0,0,0,0,0,0.199999988079071,0,0,-9.40000152587891,0,0,0,0,0,0,0.199999988079071,0,0.199999988079071,0,0,0,0,0,0,-0.800000011920929,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199999988079071,0,0,0,0,0,0,0.199999988079071,-0.0435999929904938,0.492032604700439,-0.0327819883823395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,3340,0,0,0.0240715516060914,0,0,0.0240715516060914,0,70482,68271,138753,"NY",0.507967395299561,0.00762135162949562,0,-0.00681612826883793,0.00762135116383433,0,-0.00681612873449922,0,0,-0.200000002980232,0
"158",1958,35,164,86,"KLINE","RIEHLMAN",73562,3887,77449,90285,0,90285,0,1,0,0,0,0,0,1,0,1,"z35",0,"R","-0.076525928",0,"House",7901,13,"NY",200,0,1,"RIEHLMAN, Roy Walter",0,0,"R000250",1899,1978,0.196999996900558,-0.569000005722046,-39.3288688659668,0.767000019550323,148,19,NA,0.254999995231628,-0.488999992609024,0.538262963294983,1,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,230,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.399999976158142,0,0,2,0.600000023841858,0,0,0,0,0,0.399999976158142,0,0.399999976158142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800000011920929,0,0,0,0,0,0,0.800000011920929,0.0147999972105026,0.461737036021319,0.0900106430053711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,3887,0,0,0.0231735962893629,0,0,0.0231735962893629,0,90285,77449,167734,"NY",0.538262963978681,0.00932212360203266,0,-0.0206910334527493,0.00932212360203266,0,-0.0206910334527493,0,0,-0.200000002980232,0
"159",1958,36,165,86,"LENT","TABER",43517,2305,45822,84019,0,84019,0,1,0,0,0,0,0,1,0,1,"z36",0,"R","-0.294182885",0,"House",9144,13,"NY",200,0,1,"TABER, John",0,0,"T000001",1880,1965,0.558000028133392,-0.0399999991059303,-64.6676635742188,0.663999974727631,158,27,NA,0.726999998092651,-0.686999976634979,0.647091448307037,0,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,231,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.200000002980232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200000002980232,0,0,0,0,0,0,-0.200000002980232,0.0630000233650208,0.352908557389422,0.00518253445625305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2305,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,2305,0,0,0.0177524818816861,0,0,0.0177524818816861,0,84019,45822,129841,"NY",0.647091442610578,-0.0037129782140255,0,0.00456174090504646,-0.00371297774836421,0,0.00456174043938518,0,0,-0.200000002980232,0
"160",1958,37,166,86,"HOGAN","ROBISON",50586,2050,52636,101279,0,101279,0,1,0,0,0,0,0,1,0,1,"z37",0,"R","-0.316038073",0,"House",7995,13,"NY",200,0,1,"ROBISON, Howard Winfield",0,0,"R000357",1915,1987,0.263000011444092,-0.754999995231628,-46.595890045166,0.75,162,17,NA,0.384999990463257,-0.559000015258789,0.658019065856934,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,232,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.0209999978542328,0,0,0,0,0,0,0,0,0,-4.59999847412109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979998707771301,0.341980963518825,-0.0224076807498932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,2050,0,0,0.0133190397297209,0,0,0.0133190397297209,0,101279,52636,153915,"NY",0.658019036481175,-1.08405947685242e-05,0,-0.0206910334527493,-1.08407066363725e-05,0,-0.0206910334527493,0,0,-0.200000002980232,0
"161",1958,38,167,86,"CASSETTI","WEIS",64285,2521,66806,92944,0,92944,0,1,0,0,0,0,0,0,0,0,"z38",0,"R","-0.163618153",0,"House",9920,13,"NY",200,0,1,"WEIS, Jessica McCullough",1,0,"W000256",1901,1963,0.206000000238419,-0.605000019073486,-36.6789016723633,0.78600001335144,152,16,NA,0.264999985694885,-0.616999983787537,0.581809103488922,1,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,233,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0450000017881393,0,0,0,0,0,0,0,0.600000023841858,0,1.40000152587891,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.800000011920929,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.800000011920929,0,0,0,0,0,0,-0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600000023841858,0,0,0,0,0,0,0.600000023841858,0.0199999958276749,0.418190923317684,0.036792516708374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,2521,0,0,0.0157809076682316,0,0,0.0157809076682316,0,92944,66806,159750,"NY",0.581809076682316,-0.00972164887934923,0,-0.0149517385289073,0.0123708201572299,0,0.010508724488318,0,0,-0.200000002980232,0
"162",1958,39,168,86,"RAKOV","OSTERTAG",46568,1576,48144,90004,0,90004,0,1,0,0,0,0,0,1,0,1,"z39",0,"R","-0.303008368",0,"House",7102,13,"NY",200,0,1,"OSTERTAG, Harold Charles",0,0,"O000121",1896,1985,0.236000001430511,-0.547999978065491,-31.7170600891113,0.820999979972839,161,10,NA,0.365000009536743,-0.61599999666214,0.651504158973694,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,234,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.200000002980232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200000002980232,0,0,0,0,0,0,-0.200000002980232,0.0960000157356262,0.348495816081304,0.0597207546234131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,1576,0,0,0.0114080551292816,0,0,0.0114080551292816,0,90004,48144,138148,"NY",0.651504183918696,-0.00972164887934923,0,-0.0149517385289073,-0.0084720104932785,0,0.00455294735729694,0,0,-0.200000002980232,0
"163",1958,4,133,86,"PERRINI","HALPERN",59877,10560,70437,78054,0,78054,0,1,0,0,0,0,0,0,0,0,"z4",0,"R","-0.051296038",0,"House",3967,13,"NY",200,0,1,"HALPERN, Seymour",0,0,"H000085",1913,1997,-0.0939999967813492,-0.754999995231628,-39.3571701049805,0.779999971389771,158,16,NA,-0.0450000017881393,-0.880999982357025,0.52564799785614,1,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,235,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.203999996185303,0,0,0,0,0,0,0.199999988079071,0,0,-1,0.199999988079071,0,0,0,0,0,0.199999988079071,0,0.199999988079071,0,0,0,0,0,0,-0.800000011920929,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,-0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399999976158142,0,0,0,0,0,0,0.399999976158142,-0.196800008416176,0.474351980928137,-0.135419100522995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560,0,0,0,0,0,0,0,0,"",0,"",0,"",0,0,10560,0,0,0.0711154211366345,0,0,0.0711154211366345,0,78054,70437,148491,"NY",0.525648019071863,0.0133090121671557,0,-0.0149517385289073,-0.00362349627539515,0,-0.0299401227384806,0,0,-0.200000002980232,0
